Firms,NWP (£m),NWP (£m) .1,NWP (£m) .2,NWP (£m) .3,NWP (£m) .4,SCR coverage ratio,SCR coverage ratio.1,SCR coverage ratio.2,SCR coverage ratio.3,SCR coverage ratio.4,GWP (£m),GWP (£m).1,GWP (£m).2,GWP (£m).3,GWP (£m).4,Gross claims incurred (£m),Gross claims incurred (£m).1,Gross claims incurred (£m).2,Gross claims incurred (£m).3,Gross claims incurred (£m).4,Net combined ratio,Net combined ratio.1,Net combined ratio.2,Net combined ratio.3,Net combined ratio.4,avg_NWP,avg_GWP,avg_SCR_coverage_ratio,avg_Gross_claims_incurred,avg_Net_combined_ratio
Firm 12,0.0,0.0,0.0,0.0,0.0,5.11562808740005,3.2628749275837405,5.7356005102034775,2.290197835817658,0.8329425496830719,0.0,0.0,0.0,0.0,0.0,114.74985287901761,39.98618472291796,9.262802254206314,66.64366636465283,0.19525143230326936,0.30159258901493374,0.4817366744570189,0.22450164528523345,0.41532182824508235,0.5049326640744637,0.0,0.0,3.4474487821375996,46.167551530619605,0.3856170802153464
Firm 13,4.207070523264865,4.131251294792955,5.3786283339653655,3.005689968452937,3.3197297012654374,4.853540171498596,3.3494856843804985,2.4661630901581284,0.2646987443938188,4.337470119230872,0.41046357828615293,1.2909176453798232,2.2173577658976837,2.4104568846502086,4.002651447210188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008473964348313,2.0663694642848114,3.0542715619323824,0.0,0.0
Firm 14,29.427988326035532,13.913677755093458,32.71343995849862,17.69953340672928,0.5172501240927921,0.7037938085199473,1.1704297655691895,1.9754103870891389,3.319756366308093,0.665106360947444,19.828625297464356,18.65044708294202,24.920034075197066,17.857698243406848,13.931390125809887,133.66258601825635,474.5200981075316,124.8516345477361,64.6602103994639,228.93148892100322,0.08692233815993525,1.2169794927803481,0.48010863203485626,1.2784484130011182,1.1236870253402693,18.854377914089937,19.037638964964035,1.5668993376867626,205.32520359879828,0.8372291802633054
Firm 15,0.768942120483674,5.012982884616881,12.105206065911863,10.039164806239127,0.5637541700620288,3.0662240937896432,2.396847770194612,1.9811526920822995,1.8979816746725833,0.38847711592575024,11.758423615447755,9.614624104145697,6.839855019181478,0.6442782586471698,6.463378884942439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.698010009462715,7.064111976472907,1.9461366693329776,0.0,0.0
Firm 16,0.0,0.0,0.0,0.0,0.0,10.666316847808444,27.846786151521357,21.483396476029313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.999299895071823,0.0,0.0
Firm 17,5210.936051299592,1146.9301757444591,1620.2232525901588,1256.9342946062839,0.0,1.469705306315101,1.2785955819433041,1.4133441950560888,0.008112989952155307,0.0,3651.616243699532,5132.976594809986,344.3417592689417,2037.685268259684,0.0,516.6122399999523,3608.2383960180723,628.2528089090905,1420.7332854272538,1426.122856918814,1.3949854029864317,1.6794272035686475,0.43932721294178095,0.14624849445171373,0.3271471518391183,1847.0047548480986,2233.3239732076286,0.8339516146533299,1519.9919174546365,0.7974270931575385
Firm 18,0.0,0.0,0.0,0.0,0.0,10.364294173276633,29.170909022679815,14.841306333027918,26.173309070907393,0.0,0.0,0.0,0.0,0.0,0.0,8.253866368683333,362.3634025989549,673.3621094234682,254.25353002318576,12.676852952206001,1.2318107403130787,1.9614425135827986,0.7773193704578578,1.8230236933818225,0.841984269421432,0.0,0.0,16.10996371997835,262.1819522732996,1.3271161174313977
Firm 19,0.0,0.0,0.0,2006.2944528705282,326.55132320821167,0.0,0.0,6.55943230787002,0.29910184805212287,0.42615033028361576,0.0,0.0,0.0,3535.4343795438876,3135.9570859213627,140.84366182135537,422.6204114933445,45.385609975227204,552.0427778117497,33.63578328331095,0.3078073644773746,1.4482506233548913,1.6625457912178392,1.7333084660083253,1.8519444868371586,466.5691552157479,1334.2782930930503,1.4569368972411518,238.90564887699756,1.4007713463791178
Firm 20,0.0008169512619736509,0.013638153771656041,0.0,0.0,0.0,0.9601377714064795,2.8054152409191877,8.44880269254599,3.777232476022582,8.131926333276175,0.006242913190380224,0.09626403952451275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028910210067259385,0.020501390542978594,4.824702902834083,0.0,0.0
Firm 21,0.0,0.0,0.0,0.0,0.027259238860850583,5.192499491165645,20.910828604776768,3.4852261705012273,3.785577895723703,1.193191115234949,0.0,0.0,0.0,0.0,0.0,1.5612155547108022,3.0830692673175557,4.18311476262788,1.9906742408221398,8.520762680306902,0.4164151272456287,0.2047136449465761,0.5752477950622336,0.07186399499598237,0.9819224015758827,0.005451847772170117,0.0,6.913464655480458,3.8677673011570564,0.45003259276526075
Firm 22,11.348070290771929,26.611352361131292,55.83876231902872,53.52141276743007,28.47378965118258,2.2878128239518833,1.7453894595726467,1.150908150714984,1.9250116032074434,1.6966728436889456,104.94545628123421,4.223025306090742,77.60435362170085,62.34687838271389,54.07557652497293,652.4647327019449,1664.599983864411,2367.9050424751076,977.5722333394864,1092.3899981515513,1.7757650009549837,0.784978741546571,0.9280419831576286,1.6242860111443653,1.7798583658794012,35.15867747790892,60.63905802334252,1.7611589762271804,1350.9863981065002,1.37858602053659
Firm 23,982.263116630837,634.6080604630055,2043.253592546372,5085.703771100711,1626.6243284123118,5.290495180552875,0.05193127547577238,1.5378005937576849,1.4885191738489991,6.055304780819715,2177.6737095355593,58.38833768160822,2036.3075645534877,2016.23911688715,3563.595340060497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074.490573830647,1970.4408137436603,2.884810200891009,0.0,0.0
Firm 24,0.0,206.30527368993532,897.3766284924544,0.0,0.0,3.251038801435505,4.026388065868015,2.4447382055889686,0.0,0.0,0.0,207.38064908071397,361.50940566247283,0.0,0.0,52.97179592600667,62.72527495853207,69.45734879930649,47.29170670597622,-8.375385665515036,1.0489137882163264,1.3814805174313982,1.352184823209008,1.4469397624522287,0.6463802307300276,220.73638043647793,113.77801094863734,1.9444330145784978,44.81414814486128,1.1751798244077978
Firm 25,9622.27757770341,2356.62607268326,1227.7140127856342,7134.648740769523,9765.612911987659,1.6141610841172496,3.1584891534852217,1.8336618606360615,4.547501955940877,3.155166442329346,4169.962818598366,1758.1946928597697,5927.700638289539,1198.2470712008412,7031.517004879747,1146.9910430495522,2624.947115309327,1398.2768708823055,0.0,0.0,0.8851385817656524,1.1966389016654648,0.5040865457976057,0.0,0.0,6021.375863185897,4017.124445165652,2.8617960993017513,1034.0430058482368,0.5171728058457445
Firm 26,75526.67329298225,2187.5879774650903,11251.347661281601,6683.963247438649,16395.67169359601,0.888671214875502,1.7942038453502955,2.876165284490867,2.4403253857566276,0.3100569323415856,17208.38618329814,13019.600407599937,3419.6925607842136,8013.277031728727,10352.2503876286,297.094978451975,430.8373530841179,62.06945990734336,315.841297956251,624.9896042706663,1.5779041643686806,0.5338680074890712,0.0263947319915382,0.9731897510853128,1.2900287508958082,22409.04877455272,10402.641314207924,1.6618845325629756,346.16653873407074,0.880277081166082
Firm 27,0.016535667319118656,0.0010449414133656047,0.0,0.0,0.0,2.0928379226991334,9.690304960424488,0.0,0.0,0.0,0.0040336245818272005,0.0005823408355340257,0.0,0.0,0.0,0.02691126412990014,-0.19481233363974812,0.018579195753296678,-1.335901338059417,-0.7837941272788774,0.0,0.0,0.0,0.0,0.0,0.0035161217464968523,0.0009231930834722452,2.356628576624724,-0.4538034678189692,0.0
Firm 28,0.3588347282122214,10.574223493239268,16.358525320141563,22.111633750712148,64.64520645456358,1.340902496654853,5.334065399725384,3.947390751521169,3.472448721056353,0.884771853621386,38.81030829381058,14.753187683023892,7.468047064001774,54.60482272929616,53.17612444522392,0.03313362667949401,1.5136210224042244,4.55263148387989,0.0,0.0,-180.3985785731934,392.00467298214244,2312.7447940298857,0.0,0.0,22.809684749373755,33.76249804307126,2.995915844515829,1.2198772265927216,504.87017768776695
Firm 29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0213235316822593,1.0858749781821728,6.538802820680633,0.00013968069211496293,21.451747893409188,0.18886145888039377,1.3321384915036254,2.616031211444014,1.0792715707154377,2.419127690385241,0.0,0.0,0.0,6.419577780929274,1.5270860845857424
Firm 30,198.45572582717105,5260.728478692719,9063.121471003056,6124.6002463989935,3396.242957052514,1.9069253758193647,0.036411395160977966,1.7739588674149447,2.1778982231359314,2.916861898911715,2213.1087152491054,436.67399124195424,6803.615805230791,2301.2252087838165,3093.817453308451,-0.021585546153950898,25.16312850491149,7.863494673809513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4808.6297757948905,2969.688234762824,1.7624111520885868,6.601007526513411,0.0
Firm 31,0.0014981594595274879,0.0,0.0,0.0,0.0,4.643105114633884,9.932040563973517,0.0,0.0,0.0,-0.006534091032628773,0.0,0.0,0.0,0.0,27.644794721316217,12.591915355017553,87.90654542576382,4.090581055904544,215.52585454312216,1.707122364644248,2.0841710527184185,1.595589042241836,1.1785593738920037,0.5861380267492133,0.00029963189190549756,-0.0013068182065257546,2.9150291357214804,69.55193822022486,1.430315972049144
Firm 32,68.50639319964945,322.42022985907994,346.828416545006,0.0,0.0,1.9411887478739183,0.7990334118535047,0.5654998495960692,0.0,0.0,500.9328832511241,150.26707943671167,108.52681359589069,0.0,0.0,0.0,19.395357542502737,43.794785773402076,8.636005836424294,24.852677903944965,0.0,0.5858058015101759,0.1558582688061032,1.601797424883448,0.5932132034790893,147.55100792074708,151.94535525674527,0.6611444018646985,19.335765411254815,0.5873349397357632
Firm 33,-4.389007144972743,12.130344720924823,6.126926594165239,20.151500971329444,0.10520272730789312,2.4143630990241896,1.353572779416148,2.439631041896381,1.3677538442894372,3.6427566119600234,1.0376587447081238,2.449607307619957,12.768879540844377,3.1745078354910685,0.14524314158000906,320.4617868864201,71.95291365815461,184.62131037213638,190.91648188687512,0.0,1.7231551848726754,1.5124395607893164,1.147754074434678,0.37708404428254483,0.0,6.82499357375093,3.9151793140487072,2.243615475317236,153.59049856071724,0.9520865728758429
Firm 34,10135.258636011486,3630.2923552570637,3530.844212480689,-184.09194048884396,6105.500027914939,2.906831720501018,0.7379946508658987,2.6025419368410896,3.0432183657787655,2.54646884868162,7875.720223472357,4506.760102213277,8107.790888154519,11427.64388227252,19274.956158991667,0.0,4.877267000257809,26.930482173221,5.66369056615777,8.454639573119342,0.0,5.041302438773667,1.30382209404065,1.610047532025571,1.6361429672748393,4643.5606582350665,10238.57425102087,2.3674111045336783,9.185215862551185,1.9182630064229458
Firm 35,281.81071048265795,168.54025251522316,260.77744678961005,429.14227184775535,777.0907805309723,0.2754286560703791,2.3608916357717358,1.1278293893206148,0.23637198638126805,1.1769507260461334,251.85462457168165,454.82093967264416,469.66132751503994,287.6221855957012,906.3377987159771,48.702124371762594,79.33128249373303,0.28297419011389496,26.881939237958157,44.46262028918551,0.6414659882009083,1.6687543010771326,1.0121359622249555,0.8420169369395741,1.0363030405922091,383.47229243324375,474.05937521420884,1.0354944787180262,39.93218811655064,1.040135245806956
Firm 36,0.002486115978642885,0.0001512273409114291,0.000734698878103847,0.0,0.0,2.717033168222451,3.5761058992889394,5.753195783456475,6.35524973307439,15.425463612577316,0.0014767337845507265,0.0006136922986296358,0.0003438817434351854,0.0,0.0,0.0,0.0,30.9610315701368,66.95812774660205,53.65629631664074,0.0,0.0,0.1565311503665631,1.2221145414822623,0.25977722932408226,0.0006744084395316323,0.0004868615653231095,6.765409639323915,30.315091126675917,0.3276845842345816
Firm 37,0.0,0.0,0.0,0.20351909493455866,0.3885436527798537,4.779908080202099,10.01725400112899,0.5855877553065363,1.5132878721139673,1.0690099095536916,0.0,0.0,0.0,2.8144535381660645,13.18570854160975,1724.3540818073034,0.16145044196825703,1366.0180193459848,1253.042739219989,639.2286421795355,0.5451110830463554,0.7575319233076833,1.2088368517182897,0.2509293125186365,0.1626862823208005,0.11841254954288247,3.200032415955163,3.593009523661057,996.5609865989561,0.585019090582353
Firm 38,6060.19369438151,3345.2933410824985,1666.572447024221,0.0,0.0,1.3387996111974847,2.503638680979359,1.5962831746493984,0.0,0.0,7063.975512188138,6202.571939566987,4720.203774416391,0.0,0.0,214.18653404818744,568.1873854415567,380.0384312139624,57.23373090848368,360.05221926158185,1.069812038079768,1.4303222931850876,1.5755789264779407,0.35871889944111346,1.3796840254830922,2214.4118964976456,3597.350245234303,1.0877442933652486,315.9396601747544,1.1628232365334004
Firm 39,13.762178706966408,10.188173827397826,15.638916945062123,2.067377095779198,2.173034065579946,1.6168150481658363,0.838626000894036,3.306786148428111,2.6725495467738867,5.31728637277628,10.848545842716101,0.4275717415692988,0.6447906066456012,9.39316842373279,11.471267800377452,0.0,0.0,0.0,0.20953493759052302,3.527486213735923,0.0,0.0,0.0,13.162527971123874,7.5665217063589045,8.7659361281571,6.557068883008249,2.75041262340763,0.7474042302652892,4.145809935496556
Firm 40,166.5612746283721,950.7997612655337,392.34006729561906,397.22508348524656,497.18149686206084,0.7257592226144176,1.3759803582539032,1.4018341982258542,1.3549051973045245,2.933597984336858,2358.1393576258383,1632.5891389804829,1456.8395090490783,2236.499604489239,806.816024814479,5.419214771792497,17.511764996897984,135.94371177111802,33.34602913001793,204.02093789498448,0.5189454224036015,0.7208026296757281,0.9662044288283026,0.7063634150679049,2.6005211821910827,480.8215367073664,1698.1767269918237,1.5584153921471116,79.24833171296218,1.102567415633324
Firm 41,8.506529710005234,8.613482930657888,2.801571558645042,4.662741725821059,2.945604299016451,5.775230170529846,0.9458290536770722,1.8056079679783361,3.1591672312832877,2.902703765558853,6.706059698079624,2.19161802884525,1.1916680672981097,9.842621471600467,3.995602490387353,2.5771345271776647,37.386513078852076,21.96375984019895,14.343727013249971,0.5428587097120295,0.6056616883593778,1.5284255591827731,0.8749944498373777,0.9711069594247261,0.2654618168388011,5.505986044829134,4.7855139512421605,2.9177076378054787,15.362798633838139,0.8491300947286111
Firm 42,0.0,4.844294021339932,25.741005836353207,45.98162836050399,32.63289678435826,2.9248623055171517,0.13339614459180432,1.7935140381740184,2.3215280803097067,1.92230252114282,0.0,372.318179075095,87.55851429875861,415.2054244676039,421.3415322705052,0.0,85.96860233444237,175.5525079036728,79.91932118598001,246.16583957864378,0.0,1.4045405503396091,1.061098337413145,0.14326411371231626,1.2474962822075861,21.839965000511075,259.2847300223925,1.8191206179471002,117.52125420054782,0.7712798567345314
Firm 43,0.0,0.0,0.0,0.0,0.0,2.8362161351329584,3.350860910550126,3.542829163484041,3.405360074241467,1.9483082021853073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0167148971187805,0.0,0.0
Firm 44,27.308944495581702,0.22994639268802014,9.131889712848505,24.112221687302547,0.0,3.9445190098329754,2.9853305263225116,3.3650566806406266,1.247474526546319,0.0,5.173198329779604,1.1359842889487952,6.500751645384326,0.8688463900316896,0.0,0.43647656080286573,0.09635201136879215,0.1483789608858884,0.23468415609787732,0.3589212282388729,2.138577467231226,1.4222421434452004,0.2641225752964321,0.1556388215868812,1.4299831847445983,12.156600457684155,2.735756130828883,2.308476148668487,0.2549625834788593,1.0821128384608678
Firm 45,7.262022255549913,53.661088054433876,73.45227174741585,79.71867008797244,58.911767812431975,0.5751439653103378,1.049817742400287,1.8236568183895445,0.2639140719339446,0.5504242431323202,6.665661868191227,117.81111979570011,131.35804443845703,819.651912718221,740.5663630408662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.60116399156082,363.2106203722871,0.8525913682332869,0.0,0.0
Firm 46,1.1405586065721867,1.0323470238055745,4.890262777035606,6.4345829990296854,3.6256270861306192,14.95176583605599,10.353082962108845,5.727322912925575,2.4473751083831505,6.254549594256381,45.79260384861113,219.72717972662286,73.56903765263091,189.59348275670737,214.1319493159104,-0.6800468731733894,-2.068243889000734,-6.002648425918023,0.8563031589044612,0.03810086188158075,0.0,0.0,0.0,0.0,0.0,3.424675698514735,148.56285066009656,7.946819282745989,-1.571307033461221,0.0
Firm 47,0.0,327.8320765577887,118.62132582040404,378.2454469351732,1289.3137848111805,4.089764942010515,0.14968175053516825,0.5454892697825414,5.10788281461537,7.538695486536298,0.0,172.0218875796612,478.2855274944499,251.6245220918376,572.2460561764522,47.631198332254485,-12.201303381127738,-22.589951937242162,0.0,0.0,3.811384805945705,-0.038424196316841526,7.144685326980582,0.0,0.0,422.80252682490925,294.8355986684802,3.486302852695978,2.567988602776917,2.183529187321889
Firm 48,3.5980482240340645,81.40116939011324,218.37645077633678,204.7015139765419,68.17854333545951,1.610623420404341,1.239201029152929,2.0766615549762775,2.924426523137724,2.6560268207729134,37.301118780406256,1.20925313024638,268.24812448907096,232.23501727541813,113.3834820143319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.2511451404971,130.47539913789473,2.101387869688837,0.0,0.0
Firm 49,0.7302511486088225,3.624008933515387,4.053652871232579,4.942245410226674,4.234015215519812,2.208212768597545,0.3625192842340338,2.6482357718420833,2.0992443924985476,3.0957824491153154,8.706364877850062,2.0496083766016078,3.7636884380190447,7.523229250091311,5.186922992607871,-11.810687288387015,-18.740862663724236,1586.3817987893187,596.4430739946625,-2.120253404149437,0.00960257436946203,-5.568479321786909,1.4284555373675782,0.9059882954973227,0.004842738799777634,3.516834715820655,5.445962787033979,2.082798933257505,430.03061388554414,-0.6439180351505536
Firm 50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008390514071757412,0.181250075394245,13.673679040956475,0.07649996269759472,-0.7545021289929345,-34.569161980351595,-1.1376559021066994,-0.15645225724706324,1.2625815822992152,0.4419639321160977,0.0,0.0,0.0,2.6370634928254275,-6.831744925058009
Firm 51,0.0,427.48882550378266,3812.0314431591923,5655.158597712683,3789.8827108453943,0.3391388710865411,0.06221003017130921,1.15235728016172,0.882184853833049,2.4322845877456967,0.0,675.1412136410212,4289.494824471314,6855.903432804299,2524.6160780767045,12.259449023688497,-10.194532043900708,0.0,0.0,0.0,13.257027964505095,-1.371817908457908,0.0,0.0,0.0,2736.9123154442104,2869.031109798668,0.9736351245996632,0.4129833959575578,2.3770420112094373
Firm 52,0.0,16.69885580813945,5.860633419715946,1.0523225488829644,0.7719175290612278,2.983462854476892,3.4256319032320857,5.7085245935060644,3.551378379996167,2.6439028749117712,0.0,15.760565028075202,39.635634846819556,11.335933196531819,2.9196674020201843,739.407306171898,2373.620757100314,1464.804196155263,2771.217903943465,1783.5411126504005,0.4919918921112185,1.3174596463690054,1.1501767672907366,0.5323961665681763,2.51412975859551,4.876745861159917,13.930360094689352,3.662580121224596,1826.5182552042684,1.2012308461869294
Firm 53,10.989733475659992,437.27818767254365,129.12709315573738,8.291445513895889,-2.1128918642860355,2.7862508631138456,0.49611806929653185,0.24990360250700436,31.260450417671386,21.777136675723714,181.0438803452494,1774.372541590705,26.0918011634423,114.2275728213401,219.3230398223688,1.1258558685626952,2.339556321180235,5.5254451771805275,7.404675433646676,6.116390710075655,1.8752296426542627,0.5745304764945992,1.0867047139147334,1.5426941647730015,1.4073733365989223,116.71471359071018,463.01176714862106,11.313971925662496,4.502384702129158,1.297306466887104
Firm 54,126.28616001649043,348.99318440408337,390.9020363930857,128.93253509157344,0.0,0.5292996174641472,1.0867966021029232,2.243307863750607,0.6753764839552318,0.0,241.79705548829378,112.36559158650805,440.9960956974432,206.251904259071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.02278318104658,200.2821294062632,0.9069561134545818,0.0,0.0
Firm 55,1.7003590727691769,-125.21426286140017,-5.162943621582423,37.0003943033266,-31.32979405934222,3.248976539744309,8.857496212066033,2.4957059041670036,1.6434856510164209,0.9026531640809692,-19.777480182179026,-0.31044955256338824,0.4116405380852014,55.875681357067656,-8.426424558773638,1.5315719788147593,2.2205085066209524,-1.1772231869245464,1.0940027423022975,0.0,0.0,0.0,0.0,-224.12794576807218,0.0,-24.601249433245805,5.55459352032736,3.4296634942149473,0.7337720081626925,-44.82558915361444
Firm 56,-0.051840362644759885,0.0,0.0,0.0,0.0,12.704580479993655,9.684392947301463,25.761386396846934,28.305923736989953,7.870966528900046,-0.05028224467016075,0.0,0.0,0.0,0.0,158.02613115528067,186.60048877014157,301.9991355078642,217.93255239238616,217.5861793315895,0.8871116922358329,1.069090626368194,1.2895337686711295,0.27130324847055937,0.6302261675441384,-0.010368072528951977,-0.01005644893403215,16.86545001800641,216.4288974314524,0.8294531006579708
Firm 57,17.351037136365836,16.580216054370382,32.54376773717505,49.666249759805176,12.703481093841972,0.027296601583466824,3.4699665652178178,0.20805004613787284,2.2155805750206374,1.4031380183526325,1.3530840806948987,21.678643956390996,14.919829257676103,48.8552736515072,0.2561459501662327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.768950356311677,17.412595379287087,1.4648063612624855,0.0,0.0
Firm 58,0.0,0.0,0.0,1.3139278748805506e-06,0.0,0.15881968381841136,12.866935927460196,2.431781693997368,3.009484342997752,1.0301517156413418,0.0,0.0,0.0,6.135927338569354e-06,0.0,0.0,18.324425272177322,7.656798281016348,29.2762131247734,34.23807427541124,0.0,0.695560637568371,0.8955211132570322,0.5427661015220819,0.9731192687215882,2.627855749761101e-07,1.2271854677138709e-06,3.8994346727830136,17.899102190675663,0.6213934242138147
Firm 59,2.779746785256247,5.317402199932976,1.878191456560656,1.9381203166515435,3.1158419364429846,5.108076893396665,2.5844610288676604,3.1566335331402797,3.0612320966362954,2.302629683982893,54.715620845426756,37.28915514347873,86.80306525048928,146.38935561998747,191.6445762565177,67.77631053680591,40.867944986840214,82.3114755452441,84.22652121530403,69.63939735340281,1.0731312291310209,0.4271068248671745,0.3681739218254003,1.3949835597760738,0.2727252539506749,3.0058605389688813,103.36835462318,3.2426066472047586,68.9643299275194,0.7072241579100689
Firm 60,1.6607517766515039,-5.884267781880825,0.0,0.0,0.0,0.8702752478904761,3.631615036064049,0.0,0.0,0.0,172.51080044224338,4.801367681531258,0.0,0.0,0.0,69.62652364856845,30.843287667919807,296.48223213784877,104.56326209528096,33.10007421897716,0.9080686853199849,1.1744890497861677,1.8199101825474278,0.6550400969502483,0.059629349669801136,-0.8447032010458642,35.46243362475492,0.900378056790905,106.92307595371904,0.9234274728547259
